,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,B365H,B365D,B365A,PSHG,PSAG,B365DC,PSDG,PLUSPETIT
239,D1,19/03/16,Werder Bremen,Mainz,1,1,-1,2.38,3.4,3,15,17,1.59375,-2,
240,D1,19/03/16,Wolfsburg,Darmstadt,1,1,-1,1.44,4.33,8,27,17,2.80940794809408,10,
241,D1,20/03/16,Augsburg,Dortmund,1,3,-1,6.5,4.33,1.5,15,25,1.11406518010292,-10,
242,D1,20/03/16,Stuttgart,Leverkusen,0,2,-1,2.3,3.5,2.9,20,17,1.5859375,3,
243,D1,01/04/16,Leverkusen,Wolfsburg,3,0,1,2,3.2,4,20,11,1.77777777777778,9,
244,D1,02/04/16,Bayern Munich,Ein Frankfurt,1,0,1,1.13,9,21,43,10,6.3,33,
245,D1,02/04/16,Darmstadt,Stuttgart,2,2,-1,3.4,3.3,2.2,10,23,1.32,-13,
246,D1,02/04/16,Dortmund,Werder Bremen,3,2,1,1.2,7,13,36,20,4.55,16,
247,D1,02/04/16,Hannover,Hamburg,0,3,-1,3.1,3.25,2.38,11,14,1.37388987566607,-3,
248,D1,02/04/16,Ingolstadt,Schalke 04,3,0,1,2.75,3,2.7,15,16,1.42105263157895,-1,
249,D1,02/04/16,Mainz,Augsburg,4,2,1,2.1,3.4,3.6,17,17,1.74857142857143,0,
250,D1,03/04/16,Hoffenheim,FC Koln,1,1,-1,2.38,3.3,3.1,16,16,1.5984375,0,
251,D1,03/04/16,M'gladbach,Hertha,5,0,1,1.83,3.6,4.33,32,16,1.9656998738966,16,
252,D1,08/04/16,Hertha,Hannover,2,2,-1,1.5,4.2,7,21,11,2.625,10,
253,D1,09/04/16,Ein Frankfurt,Hoffenheim,0,2,-1,2.3,3.25,3.1,19,14,1.58661417322835,5,
254,D1,09/04/16,Hamburg,Darmstadt,1,2,-1,2.05,3.4,3.6,17,18,1.74857142857143,-1,
255,D1,09/04/16,Ingolstadt,M'gladbach,1,0,1,3.2,3.4,2.2,18,22,1.33571428571429,-4,
256,D1,09/04/16,Stuttgart,Bayern Munich,1,3,-1,6,4.33,1.5,20,22,1.11406518010292,-2,
257,D1,09/04/16,Werder Bremen,Augsburg,1,2,-1,2.05,3.4,3.5,16,19,1.72463768115942,-3,
258,D1,09/04/16,Wolfsburg,Mainz,1,1,-1,2.2,3.4,3.25,28,18,1.66165413533835,10,
259,D1,10/04/16,FC Koln,Leverkusen,0,2,-1,3.1,3.25,2.3,12,19,1.34684684684685,-7,
260,D1,10/04/16,Schalke 04,Dortmund,2,2,-1,4.2,4,1.73,23,28,1.20767888307155,-5,
261,D1,15/04/16,Hannover,M'gladbach,2,0,1,5.5,4,1.62,11,22,1.15302491103203,-11,
262,D1,16/04/16,Augsburg,Stuttgart,1,0,1,2.45,3.6,2.75,16,25,1.55905511811024,-9,
263,D1,16/04/16,Bayern Munich,Schalke 04,3,0,1,1.18,7.5,15,44,16,5,28,
264,D1,16/04/16,Darmstadt,Ingolstadt,2,0,1,2.55,3.2,2.88,12,8,1.51578947368421,4,
265,D1,16/04/16,Hoffenheim,Hertha,2,1,1,2.38,3.4,3,17,16,1.59375,1,
266,D1,16/04/16,Leverkusen,Ein Frankfurt,3,0,1,1.36,5.25,8,23,10,3.16981132075472,13,
267,D1,16/04/16,Werder Bremen,Wolfsburg,3,2,1,2.5,3.5,2.75,17,11,1.54,6,
268,D1,17/04/16,Dortmund,Hamburg,3,0,1,1.33,5.25,9,39,17,3.31578947368421,22,
269,D1,17/04/16,Mainz,FC Koln,2,3,-1,2.1,3.4,3.6,21,17,1.74857142857143,4,
270,D1,22/04/16,Hamburg,Werder Bremen,2,1,1,2.6,3.5,2.63,18,22,1.50163132137031,-4,
271,D1,23/04/16,FC Koln,Darmstadt,4,1,1,1.95,3.3,4.33,12,20,1.87273918741809,-8,
272,D1,23/04/16,Hertha,Bayern Munich,0,2,-1,9,4.5,1.4,23,25,1.06779661016949,-2,
273,D1,23/04/16,Ingolstadt,Hannover,2,2,-1,1.91,3.4,4.33,19,13,1.90452781371281,6,
274,D1,23/04/16,Schalke 04,Leverkusen,2,3,-1,3,3.3,2.4,25,21,1.38947368421053,4,
275,D1,23/04/16,Stuttgart,Dortmund,0,3,-1,4.75,4.2,1.65,21,30,1.18461538461538,-9,
276,D1,23/04/16,Wolfsburg,Augsburg,0,2,-1,1.8,3.75,4.33,29,21,2.00959158415842,8,
277,D1,24/04/16,Ein Frankfurt,Mainz,2,1,1,2.88,3.3,2.5,19,19,1.42241379310345,0,
278,D1,24/04/16,M'gladbach,Hoffenheim,3,1,1,1.62,4.2,5.25,37,16,2.33333333333333,21,
279,D1,29/04/16,Augsburg,FC Koln,0,0,-1,2.45,3.25,3,17,20,1.56,-3,
280,D1,30/04/16,Bayern Munich,M'gladbach,1,1,-1,1.4,5,7.5,47,22,3,25,
281,D1,30/04/16,Darmstadt,Ein Frankfurt,1,2,-1,2.5,3.2,3,14,10,1.54838709677419,4,
282,D1,30/04/16,Dortmund,Wolfsburg,5,1,1,1.36,5,8.5,42,13,3.14814814814815,29,
283,D1,30/04/16,Hannover,Schalke 04,1,3,-1,3.8,4,1.85,13,16,1.26495726495727,-3,
284,D1,30/04/16,Hoffenheim,Ingolstadt,2,1,1,1.8,3.6,4.6,19,8,2.01951219512195,11,
285,D1,30/04/16,Leverkusen,Hertha,2,1,1,1.62,3.75,6,26,17,2.30769230769231,9,
286,D1,30/04/16,Mainz,Hamburg,0,0,-1,1.8,3.75,4.33,23,17,2.00959158415842,6,
287,D1,02/05/16,Werder Bremen,Stuttgart,6,2,1,2.05,3.6,3.5,20,25,1.77464788732394,-5,
288,D1,07/05/16,Ein Frankfurt,Dortmund,1,0,1,7,4.75,1.45,21,33,1.11088709677419,-12,
289,D1,07/05/16,FC Koln,Werder Bremen,0,0,-1,2.8,3.75,2.38,16,23,1.45595432300163,-7,
290,D1,07/05/16,Hamburg,Wolfsburg,0,1,-1,2.7,3.4,2.63,20,14,1.48291873963516,6,
291,D1,07/05/16,Hannover,Hoffenheim,1,0,1,3.4,3.75,2.05,14,17,1.32543103448276,-3,
292,D1,07/05/16,Hertha,Darmstadt,1,2,-1,1.75,3.6,5,23,21,2.09302325581395,2,
293,D1,07/05/16,Ingolstadt,Bayern Munich,1,2,-1,15,7,1.18,21,27,1.00977995110024,-6,
294,D1,07/05/16,M'gladbach,Leverkusen,2,1,1,1.91,3.8,3.8,40,24,1.9,16,
295,D1,07/05/16,Schalke 04,Augsburg,1,1,-1,1.7,4.2,4.5,27,23,2.17241379310345,4,
296,D1,07/05/16,Stuttgart,Mainz,1,3,-1,2.1,3.8,3.2,21,20,1.73714285714286,1,
297,D1,14/05/16,Augsburg,Hamburg,1,3,-1,2,3.5,3.8,17,17,1.82191780821918,0,
298,D1,14/05/16,Bayern Munich,Hannover,3,1,1,1.08,11,26,48,15,7.72972972972973,33,
299,D1,14/05/16,Darmstadt,M'gladbach,0,2,-1,3.5,3.75,2,15,23,1.30434782608696,-8,
300,D1,14/05/16,Dortmund,FC Koln,2,2,-1,1.29,5.75,8,47,20,3.34545454545455,27,
301,D1,14/05/16,Hoffenheim,Schalke 04,1,4,-1,3.2,3.8,2.05,21,19,1.33162393162393,2,
302,D1,14/05/16,Leverkusen,Ingolstadt,3,2,1,1.5,4.33,6.5,28,9,2.59879963065559,19,
303,D1,14/05/16,Mainz,Hertha,0,0,-1,2.05,3.6,3.5,23,18,1.77464788732394,5,
304,D1,14/05/16,Werder Bremen,Ein Frankfurt,1,0,1,2,3.75,3.5,26,12,1.81034482758621,14,
305,D1,14/05/16,Wolfsburg,Stuttgart,3,1,1,2.3,4,2.75,29,27,1.62962962962963,2,
