,Country,Season,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,B365H,B365D,B365A,PSHG,PSAG,B365DC,PSDG
203,Brazil,2019,12/5/2019,Bahia,Vasco,1,1,-1,1.87,3.41,4.7,23,18,1.97620221948212,5
204,Brazil,2019,12/5/2019,Gremio,Cruzeiro,2,0,1,1.7,3.78,5.19,36,14,2.18709030100334,22
205,Brazil,2019,12/5/2019,Palmeiras,Goias,5,1,1,1.41,4.78,7.48,35,14,2.91634584013051,21
206,Brazil,2019,12/5/2019,Flamengo RJ,Avai,6,1,1,1.09,10.48,22.79,50,7,7.17881574992486,43
207,Brazil,2019,12/8/2019,Avai,Athletico-PR,0,0,-1,4.12,3.5,1.96,10,25,1.25641025641026,-15
208,Brazil,2019,12/8/2019,Botafogo RJ,Ceara,1,1,-1,3.2,2.54,3,18,12,1.37545126353791,6
209,Brazil,2019,12/8/2019,Corinthians,Fluminense,1,2,-1,2.19,3.24,3.62,24,18,1.70973760932945,6
210,Brazil,2019,12/8/2019,Cruzeiro,Palmeiras,0,2,-1,2.58,3.33,2.84,13,19,1.53277147487844,-6
211,Brazil,2019,12/8/2019,CSA,Sao Paulo,1,2,-1,3.53,3.36,2.18,16,14,1.32216606498195,2
212,Brazil,2019,12/8/2019,Fortaleza,Bahia,2,1,1,2.01,3.72,3.66,24,19,1.84487804878049,5
213,Brazil,2019,12/8/2019,Goias,Gremio,3,2,1,2.06,3.62,3.59,28,24,1.80246879334258,4
214,Brazil,2019,12/8/2019,Internacional,Atletico-MG,2,1,1,1.57,4.3,5.73,26,16,2.45653040877368,10
215,Brazil,2019,12/8/2019,Santos,Flamengo RJ,4,0,1,2.71,3.74,2.47,40,30,1.48756843800322,10
216,Brazil,2019,12/8/2019,Vasco,Chapecoense-SC,1,1,-1,1.4,4.58,8.62,19,14,2.99087878787879,5
