Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,B365H,B365D,B365A,PSHG,PSAG,B365DC,PSDG
E0,23/02/2019,Leicester,Crystal Palace,1,4,A,2.25,3.4,3.5,24,32,1.72463768115942,-8
E0,23/02/2019,Newcastle,Huddersfield,2,0,H,1.83,3.5,5.25,24,12,2.1,12
E0,24/02/2019,Arsenal,Southampton,2,0,H,1.5,4.75,7,42,18,2.82978723404255,24
E0,24/02/2019,Man United,Liverpool,0,0,D,3.1,3.5,2.37,33,34,1.41311754684838,-1
E0,26/02/2019,Cardiff,Everton,0,3,A,3.75,3.4,2.15,21,24,1.31711711711712,-3
E0,26/02/2019,Huddersfield,Wolves,1,0,H,5,3.5,1.85,10,19,1.21028037383178,-9
E0,26/02/2019,Leicester,Brighton,2,1,H,1.9,3.5,4.6,24,16,1.98765432098765,8
E0,26/02/2019,Newcastle,Burnley,2,0,H,2.15,3.3,3.9,24,21,1.7875,3
E0,27/02/2019,Arsenal,Bournemouth,5,1,H,1.44,5,7.5,42,26,3,16
E0,27/02/2019,Chelsea,Tottenham,2,0,H,2.3,3.5,3.25,39,33,1.68518518518519,6
E0,27/02/2019,Crystal Palace,Man United,1,3,A,3.25,3.5,2.3,19,32,1.38793103448276,-13
E0,27/02/2019,Liverpool,Watford,5,0,H,1.28,6,12,55,26,4,29
E0,27/02/2019,Man City,West Ham,1,0,H,1.16,9,19,57,20,6.10714285714286,37
E0,27/02/2019,Southampton,Fulham,2,0,H,1.9,3.7,4.33,27,12,1.99514321295143,15
E0,02/03/2019,Bournemouth,Man City,0,1,A,13,7.5,1.22,30,38,1.0493119266055,-8
E0,02/03/2019,Brighton,Huddersfield,1,0,H,1.85,3.4,5.25,19,12,2.0635838150289,7
E0,02/03/2019,Burnley,Crystal Palace,1,3,A,2.8,3.3,2.75,24,32,1.5,-8
E0,02/03/2019,Man United,Southampton,3,2,H,1.45,4.5,8.5,33,18,2.94230769230769,15
E0,02/03/2019,Tottenham,Arsenal,1,1,D,2.05,3.7,3.75,34,31,1.86241610738255,3
E0,02/03/2019,West Ham,Newcastle,2,0,H,2.15,3.5,3.6,32,18,1.77464788732394,14
E0,02/03/2019,Wolves,Cardiff,2,0,H,1.5,4.33,8,28,13,2.80940794809408,15
E0,03/03/2019,Everton,Liverpool,0,0,D,6,4.2,1.61,30,34,1.16385542168675,-4
E0,03/03/2019,Fulham,Chelsea,1,2,A,6.5,4.5,1.53,22,24,1.14179104477612,-2
E0,03/03/2019,Watford,Leicester,2,1,H,2.55,3.3,3,26,27,1.57142857142857,-1
E0,09/03/2019,Cardiff,West Ham,2,0,H,3.6,3.5,2.15,21,20,1.33185840707965,1
E0,09/03/2019,Crystal Palace,Brighton,1,2,A,1.83,3.6,5,19,16,2.09302325581395,3
E0,09/03/2019,Huddersfield,Bournemouth,0,2,A,3.4,3.3,2.35,10,26,1.37256637168142,-16
E0,09/03/2019,Leicester,Fulham,3,1,H,1.57,4.5,6,24,12,2.57142857142857,12
E0,09/03/2019,Man City,Watford,3,1,H,1.16,9,19,57,26,6.10714285714286,31
E0,09/03/2019,Newcastle,Everton,3,2,H,2.8,3.25,2.8,24,24,1.50413223140496,0
E0,09/03/2019,Southampton,Tottenham,2,1,H,4.5,3.8,1.85,27,33,1.24424778761062,-6
E0,10/03/2019,Arsenal,Man United,2,0,H,2.4,3.6,3,42,32,1.63636363636364,10
E0,10/03/2019,Chelsea,Wolves,1,1,D,1.55,4.2,7,39,19,2.625,20
E0,10/03/2019,Liverpool,Burnley,4,2,H,1.16,8.5,21,55,21,6.05084745762712,34
E0,16/03/2019,Bournemouth,Newcastle,2,2,D,2.05,3.6,3.8,30,18,1.84864864864865,12
E0,16/03/2019,Burnley,Leicester,1,2,A,3.1,3.4,2.45,24,27,1.42393162393162,-3
E0,16/03/2019,West Ham,Huddersfield,4,3,H,1.55,4.2,7,32,12,2.625,20
E0,17/03/2019,Everton,Chelsea,2,0,H,4,3.8,1.95,30,24,1.28869565217391,6
E0,17/03/2019,Fulham,Liverpool,1,2,A,12,7,1.25,22,34,1.06060606060606,-12
E0,30/03/2019,Brighton,Southampton,0,1,A,2.55,3.2,3.1,19,18,1.57460317460317,1
E0,30/03/2019,Burnley,Wolves,2,0,H,3.2,3.25,2.45,24,19,1.3969298245614,5
E0,30/03/2019,Crystal Palace,Huddersfield,2,0,H,1.45,4.4,9,19,12,2.95522388059701,7
E0,30/03/2019,Fulham,Man City,0,2,A,21,11,1.12,22,38,1.01650165016502,-16
E0,30/03/2019,Leicester,Bournemouth,2,0,H,1.85,3.8,4.5,24,26,2.06024096385542,-2
E0,30/03/2019,Man United,Watford,2,1,H,1.44,4.75,8,33,26,2.98039215686275,7
E0,30/03/2019,West Ham,Everton,0,2,A,2.55,3.5,2.9,32,24,1.5859375,8
E0,31/03/2019,Cardiff,Chelsea,1,2,A,9,4.5,1.44,21,24,1.09090909090909,-3
E0,31/03/2019,Liverpool,Tottenham,2,1,H,1.61,4.2,6,55,33,2.47058823529412,22
E0,01/04/2019,Arsenal,Newcastle,2,0,H,1.36,5.25,9.5,42,18,3.38135593220339,24
E0,02/04/2019,Watford,Fulham,4,1,H,1.72,4,5,26,12,2.22222222222222,14
E0,02/04/2019,Wolves,Man United,2,1,H,4,3.6,2,28,32,1.28571428571429,-4
E0,03/04/2019,Chelsea,Brighton,3,0,H,1.25,6.5,15,39,16,4.53488372093023,23
E0,03/04/2019,Man City,Cardiff,2,0,H,1.06,17,34,57,13,11.3333333333333,44
E0,03/04/2019,Tottenham,Crystal Palace,2,0,H,1.45,5,7.5,34,32,3,2
E0,05/04/2019,Southampton,Liverpool,1,3,A,9,5,1.4,27,34,1.09375,-7
E0,06/04/2019,Bournemouth,Burnley,1,3,A,2.1,3.6,3.75,30,21,1.83673469387755,9
E0,06/04/2019,Huddersfield,Leicester,1,4,A,5,4,1.72,10,27,1.2027972027972,-17
E0,06/04/2019,Newcastle,Crystal Palace,0,1,A,2.6,3.25,3,24,32,1.56,-8
E0,07/04/2019,Everton,Arsenal,1,0,H,3,3.75,2.35,30,31,1.44467213114754,-1
E0,08/04/2019,Chelsea,West Ham,2,0,H,1.33,5.75,9.5,39,20,3.58196721311475,19
E0,12/04/2019,Leicester,Newcastle,0,1,A,1.66,4,5.75,24,18,2.35897435897436,6
E0,13/04/2019,Brighton,Bournemouth,0,5,A,2.3,3.4,3.4,19,26,1.7,-7
E0,13/04/2019,Burnley,Cardiff,2,0,H,1.9,3.6,4.5,24,13,2,11
E0,13/04/2019,Fulham,Everton,2,0,H,5,4,1.75,22,24,1.21739130434783,-2
E0,13/04/2019,Man United,West Ham,2,1,H,1.4,5.25,8.5,33,20,3.24545454545455,13
E0,13/04/2019,Southampton,Wolves,3,1,H,2.6,3.25,3,27,19,1.56,8
E0,13/04/2019,Tottenham,Huddersfield,4,0,H,1.22,7,15,34,12,4.77272727272727,22
E0,14/04/2019,Crystal Palace,Man City,1,3,A,11,6,1.3,19,38,1.06849315068493,-19
E0,14/04/2019,Liverpool,Chelsea,2,0,H,1.66,4.2,5.25,55,24,2.33333333333333,31
E0,15/04/2019,Watford,Arsenal,0,1,A,3.2,3.75,2.25,26,31,1.40625,-5
E0,16/04/2019,Brighton,Cardiff,0,2,A,2,3.3,4.5,19,13,1.90384615384615,6
E0,20/04/2019,Bournemouth,Fulham,0,1,A,1.65,4.4,5.25,30,12,2.39378238341969,18
E0,20/04/2019,Huddersfield,Watford,1,2,A,4.4,3.9,1.85,10,26,1.25478260869565,-16
E0,20/04/2019,Man City,Tottenham,1,0,H,1.3,6,11,57,33,3.88235294117647,24
E0,20/04/2019,Newcastle,Southampton,3,1,H,2.55,3.2,3.1,24,18,1.57460317460317,6
E0,20/04/2019,West Ham,Leicester,2,2,D,3.3,3.5,2.3,32,27,1.38793103448276,5
E0,20/04/2019,Wolves,Brighton,0,0,D,1.75,3.5,6,28,16,2.21052631578947,12
E0,21/04/2019,Arsenal,Crystal Palace,2,3,A,1.53,4.6,6.5,42,32,2.69369369369369,10
E0,21/04/2019,Cardiff,Liverpool,0,2,A,17,7.5,1.2,21,34,1.03448275862069,-13
E0,21/04/2019,Everton,Man United,4,0,H,3.25,3.5,2.3,30,32,1.38793103448276,-2
E0,22/04/2019,Chelsea,Burnley,2,2,D,1.25,6.25,15,39,21,4.41176470588235,18
E0,23/04/2019,Tottenham,Brighton,1,0,H,1.28,6,13,34,16,4.10526315789474,18
E0,23/04/2019,Watford,Southampton,1,1,D,2.25,3.5,3.4,26,18,1.72463768115942,8
E0,24/04/2019,Man United,Man City,0,2,A,7.5,5,1.44,33,38,1.11801242236025,-5
E0,24/04/2019,Wolves,Arsenal,3,1,H,2.9,3.5,2.55,28,31,1.47520661157025,-3
E0,26/04/2019,Liverpool,Huddersfield,5,0,H,1.07,15,41,55,12,10.9821428571429,43
E0,27/04/2019,Brighton,Newcastle,1,1,D,2.3,3.2,3.6,19,18,1.69411764705882,1
E0,27/04/2019,Crystal Palace,Everton,0,0,D,2.62,3.5,2.8,19,24,1.55555555555556,-5
E0,27/04/2019,Fulham,Cardiff,1,0,H,2.4,3.6,3,22,13,1.63636363636364,9
E0,27/04/2019,Southampton,Bournemouth,3,3,D,1.9,3.9,4.1,27,26,1.99875,1
E0,27/04/2019,Tottenham,West Ham,0,1,A,1.4,5.5,7.5,34,20,3.17307692307692,14
E0,27/04/2019,Watford,Wolves,1,2,A,2.62,3.3,2.9,26,19,1.54354838709677,7
E0,28/04/2019,Burnley,Man City,0,1,A,23,9,1.14,24,38,1.01183431952663,-14
E0,28/04/2019,Leicester,Arsenal,3,0,H,2.75,3.6,2.6,24,31,1.50967741935484,-7
E0,28/04/2019,Man United,Chelsea,1,1,D,2.7,3.5,2.7,33,24,1.5241935483871,9
E0,03/05/2019,Everton,Burnley,2,0,H,1.66,4,5.75,30,21,2.35897435897436,9
E0,04/05/2019,Bournemouth,Tottenham,1,0,H,4,4,1.9,30,33,1.28813559322034,-3
E0,04/05/2019,Cardiff,Crystal Palace,2,3,A,2.6,3.75,2.7,21,32,1.56976744186047,-11
E0,04/05/2019,Newcastle,Liverpool,2,3,A,9.5,5.25,1.36,24,34,1.08018154311649,-10
E0,04/05/2019,West Ham,Southampton,3,0,H,2.3,3.75,3.1,32,18,1.6970802919708,14
E0,04/05/2019,Wolves,Fulham,1,0,H,1.53,4.2,7.5,28,12,2.69230769230769,16
E0,05/05/2019,Arsenal,Brighton,1,1,D,1.4,5,9,42,16,3.21428571428571,26
E0,05/05/2019,Chelsea,Watford,3,0,H,1.4,5.25,8,39,26,3.16981132075472,13
E0,05/05/2019,Huddersfield,Man United,1,1,D,11,6,1.3,10,32,1.06849315068493,-22
E0,06/05/2019,Man City,Leicester,1,0,H,1.12,8.5,17,57,27,5.66666666666667,30
E0,12/05/2019,Brighton,Man City,1,4,A,19,8.5,1.16,19,38,1.02070393374741,-19
E0,12/05/2019,Burnley,Arsenal,1,3,A,3.25,3.8,2.2,24,31,1.39333333333333,-7
E0,12/05/2019,Crystal Palace,Bournemouth,5,3,H,1.9,4.2,3.8,19,26,1.995,-7
E0,12/05/2019,Fulham,Newcastle,0,4,A,2.5,3.6,2.9,22,18,1.60615384615385,4
E0,12/05/2019,Leicester,Chelsea,0,0,D,2.4,3.75,2.9,24,24,1.63533834586466,0
E0,12/05/2019,Liverpool,Wolves,2,0,H,1.3,6,11,55,19,3.88235294117647,36
E0,12/05/2019,Man United,Cardiff,0,2,A,1.28,6.5,11,33,13,4.08571428571429,20
E0,12/05/2019,Southampton,Huddersfield,1,1,D,1.44,4.75,8.5,27,12,3.04716981132075,15
E0,12/05/2019,Tottenham,Everton,2,2,D,2.2,3.5,3.5,34,24,1.75,10
E0,12/05/2019,Watford,West Ham,1,4,A,2.25,3.75,3.2,26,20,1.72661870503597,6
