Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,B365H,B365D,B365A,PSHG,PSAG,B365DC,PSDG
E0,21/12/2019,Bournemouth,Burnley,0,1,A,2.4,3.4,2.9,22,19,1.56507936507937,3
E0,21/12/2019,Brighton,Sheffield United,0,1,A,2.2,3.25,3.5,20,15,1.68518518518519,5
E0,21/12/2019,Newcastle,Crystal Palace,1,0,H,2.37,3.1,3.25,20,16,1.58661417322835,4
E0,21/12/2019,Norwich,Wolves,1,2,A,3.75,3.8,1.9,19,24,1.26666666666667,-5
E0,21/12/2019,Man City,Leicester,3,1,H,1.36,5.25,7.5,57,32,3.08823529411765,25
E0,22/12/2019,Watford,Man United,2,0,H,4.33,4,1.75,22,26,1.21739130434783,-4
E0,22/12/2019,Tottenham,Chelsea,0,2,A,2.37,3.75,2.75,36,39,1.58653846153846,-3
E0,26/12/2019,Tottenham,Brighton,2,1,H,1.53,4.33,6,36,19,2.51500484027106,17
E0,26/12/2019,Aston Villa,Norwich,1,0,H,2.1,3.75,3.3,22,7,1.75531914893617,15
E0,26/12/2019,Bournemouth,Arsenal,1,1,D,3.5,3.9,1.95,22,20,1.3,2
E0,26/12/2019,Chelsea,Southampton,0,2,A,1.33,5.25,9,30,30,3.31578947368421,0
E0,26/12/2019,Crystal Palace,West Ham,2,1,H,2.3,3.4,3.1,15,19,1.62153846153846,-4
E0,26/12/2019,Everton,Burnley,1,0,H,1.7,3.75,5,24,19,2.14285714285714,5
E0,26/12/2019,Sheffield United,Watford,1,1,D,1.83,3.6,4.33,24,14,1.9656998738966,10
E0,26/12/2019,Man United,Newcastle,4,1,H,1.33,5.25,9,40,18,3.31578947368421,22
E0,26/12/2019,Leicester,Liverpool,0,4,A,3.4,3.75,2.05,35,33,1.32543103448276,2
E0,27/12/2019,Wolves,Man City,3,2,H,8.5,5,1.36,27,45,1.06918238993711,-18
E0,28/12/2019,Brighton,Bournemouth,2,0,H,1.75,3.9,4.33,20,18,2.05188335358445,2
E0,28/12/2019,Newcastle,Everton,1,2,A,3.6,3.4,2.05,20,20,1.27889908256881,0
E0,28/12/2019,Southampton,Crystal Palace,1,1,D,1.95,3.6,3.8,21,16,1.84864864864865,5
E0,28/12/2019,Watford,Aston Villa,3,0,H,1.95,3.8,3.6,22,19,1.84864864864865,3
E0,28/12/2019,Norwich,Tottenham,2,2,D,5,4,1.66,19,25,1.17314487632509,-6
E0,28/12/2019,West Ham,Leicester,1,2,A,4,3.9,1.83,30,32,1.2455497382199,-2
E0,28/12/2019,Burnley,Man United,0,2,A,4.33,3.75,1.8,24,26,1.21621621621622,-2
E0,29/12/2019,Arsenal,Chelsea,1,2,A,2.87,3.75,2.3,36,39,1.42561983471074,-3
E0,29/12/2019,Liverpool,Wolves,1,0,H,1.25,5.75,12,52,24,3.88732394366197,28
E0,29/12/2019,Man City,Sheffield United,2,0,H,1.16,7.5,16,57,15,5.1063829787234,42
E0,01/01/2020,Brighton,Chelsea,1,1,D,3.6,3.6,1.95,20,39,1.26486486486486,-19
E0,01/01/2020,Burnley,Aston Villa,1,2,A,1.75,3.8,4.33,24,19,2.02386223862239,5
E0,01/01/2020,Newcastle,Leicester,0,3,A,5,3.8,1.66,20,32,1.15531135531136,-12
E0,01/01/2020,Southampton,Tottenham,1,0,H,3.3,3.5,2.1,21,25,1.3125,-4
E0,01/01/2020,Watford,Wolves,2,1,H,3,3.4,2.3,22,24,1.3719298245614,-2
E0,01/01/2020,Man City,Everton,2,1,H,1.25,6.5,10,57,20,3.93939393939394,37
E0,01/01/2020,Norwich,Crystal Palace,1,1,D,2.5,3.4,2.75,19,16,1.52032520325203,3
E0,01/01/2020,West Ham,Bournemouth,4,0,H,1.9,3.75,3.8,30,18,1.88741721854305,12
E0,01/01/2020,Arsenal,Man United,2,0,H,2.55,3.6,2.62,36,26,1.51639871382637,10
E0,02/01/2020,Liverpool,Sheffield United,2,0,H,1.2,6.5,13,52,15,4.33333333333333,37
E0,10/01/2020,Sheffield United,West Ham,1,0,H,1.95,3.4,4,52,19,1.83783783783784,33
E0,11/01/2020,Crystal Palace,Arsenal,1,1,D,4.1,3.9,1.8,15,20,1.23157894736842,-5
E0,11/01/2020,Chelsea,Burnley,3,0,H,1.28,5.5,11,30,19,3.66666666666667,11
E0,11/01/2020,Everton,Brighton,1,0,H,1.85,3.8,4,24,19,1.94871794871795,5
E0,11/01/2020,Leicester,Southampton,1,2,A,1.6,4,5.5,35,30,2.31578947368421,5
E0,11/01/2020,Man United,Norwich,4,0,H,1.33,5.25,8.5,40,7,3.24545454545455,33
E0,11/01/2020,Wolves,Newcastle,1,1,D,1.44,4.5,7.5,27,18,2.8125,9
E0,11/01/2020,Tottenham,Liverpool,0,1,A,4.5,4.33,1.66,36,33,1.19996661101836,3
E0,12/01/2020,Bournemouth,Watford,0,3,A,2.6,3.3,2.7,22,14,1.485,8
E0,12/01/2020,Aston Villa,Man City,1,6,A,13,8.5,1.16,22,45,1.02070393374741,-23
E0,18/01/2020,Watford,Tottenham,0,0,D,3.25,3.5,2.2,22,25,1.35087719298246,-3
E0,18/01/2020,Arsenal,Sheffield United,1,1,D,1.83,3.6,4.33,36,15,1.9656998738966,21
E0,18/01/2020,Brighton,Aston Villa,1,1,D,1.66,4,5,20,19,2.22222222222222,1
E0,18/01/2020,Man City,Crystal Palace,2,2,D,1.1,11,19,57,16,6.96666666666667,41
E0,18/01/2020,Norwich,Bournemouth,1,0,H,2.2,3.5,3.25,19,18,1.68518518518519,1
E0,18/01/2020,Southampton,Wolves,2,3,A,2.4,3.4,3,21,24,1.59375,-3
E0,18/01/2020,West Ham,Everton,1,1,D,2.9,3.5,2.37,30,20,1.41311754684838,10
E0,18/01/2020,Newcastle,Chelsea,1,0,H,6,4.5,1.5,20,39,1.125,-19
E0,19/01/2020,Burnley,Leicester,2,1,H,4.33,3.75,1.83,24,32,1.22983870967742,-8
E0,19/01/2020,Liverpool,Man United,2,0,H,1.36,5.25,8,52,26,3.16981132075472,26
E0,21/01/2020,Aston Villa,Watford,2,1,H,2.8,3.5,2.45,22,14,1.44117647058824,8
E0,21/01/2020,Bournemouth,Brighton,3,1,H,2.87,3.4,2.45,22,19,1.42393162393162,3
E0,21/01/2020,Crystal Palace,Southampton,0,2,A,2.7,3.25,2.7,15,30,1.47478991596639,-15
E0,21/01/2020,Everton,Newcastle,2,2,D,1.55,4.1,6,24,18,2.43564356435644,6
E0,21/01/2020,Sheffield United,Man City,0,1,A,7,5,1.4,24,45,1.09375,-21
E0,21/01/2020,Chelsea,Arsenal,2,2,D,1.72,3.9,4.5,30,20,2.08928571428571,10
E0,22/01/2020,Leicester,West Ham,4,1,H,1.53,4.33,6,35,19,2.51500484027106,16
E0,22/01/2020,Tottenham,Norwich,2,1,H,1.4,5,7.5,36,7,3,29
E0,22/01/2020,Man United,Burnley,0,2,A,1.36,4.75,9,40,19,3.10909090909091,21
E0,23/01/2020,Wolves,Liverpool,1,2,A,5.75,3.8,1.61,27,33,1.13086876155268,-6
E0,29/01/2020,West Ham,Liverpool,0,2,A,8.5,5.5,1.33,30,33,1.0710102489019,-3
E0,01/02/2020,Leicester,Chelsea,2,2,D,2.5,3.6,2.7,35,39,1.54285714285714,-4
E0,01/02/2020,Bournemouth,Aston Villa,2,1,H,2.1,3.6,3.3,22,19,1.72173913043478,3
E0,01/02/2020,Crystal Palace,Sheffield United,0,1,A,3.1,3.1,2.5,15,15,1.38392857142857,0
E0,01/02/2020,Liverpool,Southampton,4,0,H,1.25,6,12,52,30,4,22
E0,01/02/2020,Newcastle,Norwich,0,0,D,2.2,3.4,3.3,20,7,1.67462686567164,13
E0,01/02/2020,Watford,Everton,2,3,A,2.75,3.3,2.62,22,20,1.46047297297297,2
E0,01/02/2020,West Ham,Brighton,3,3,D,2.6,3.3,2.75,30,19,1.5,11
E0,01/02/2020,Man United,Wolves,0,0,D,2.25,3.25,3.4,40,24,1.66165413533835,16
E0,02/02/2020,Burnley,Arsenal,0,0,D,3.6,3.6,2,24,20,1.28571428571429,4
E0,02/02/2020,Tottenham,Man City,2,0,H,5.5,4.6,1.53,36,45,1.14812398042414,-9
E0,08/02/2020,Everton,Crystal Palace,3,1,H,1.61,3.8,6,24,16,2.3265306122449,8
E0,08/02/2020,Brighton,Watford,1,1,D,2.1,3.4,3.6,20,14,1.74857142857143,6
E0,09/02/2020,Sheffield United,Bournemouth,2,1,H,1.66,3.6,5.75,20,18,2.21390374331551,2
E0,14/02/2020,Wolves,Leicester,0,0,D,2.5,3.3,2.87,27,32,1.53500810372771,-5
E0,15/02/2020,Southampton,Burnley,1,2,A,1.75,3.8,4.75,21,19,2.11111111111111,2
E0,15/02/2020,Norwich,Liverpool,0,1,A,11,6.25,1.25,19,33,1.04166666666667,-14
E0,16/02/2020,Aston Villa,Tottenham,2,3,A,4,3.8,1.85,22,25,1.24424778761062,-3
E0,16/02/2020,Arsenal,Newcastle,4,0,H,1.4,4.75,8,36,18,2.98039215686275,18
E0,17/02/2020,Chelsea,Man United,0,2,A,1.85,3.5,4.5,30,26,1.96875,4
E0,19/02/2020,Man City,West Ham,2,0,H,1.12,9.5,17,57,19,6.09433962264151,38
E0,22/02/2020,Chelsea,Tottenham,2,1,H,1.72,4,4.5,30,25,2.11764705882353,5
E0,22/02/2020,Burnley,Bournemouth,3,0,H,2.1,3.3,3.7,24,18,1.74428571428571,6
E0,22/02/2020,Crystal Palace,Newcastle,1,0,H,1.95,3.4,4.2,15,18,1.87894736842105,-3
E0,22/02/2020,Sheffield United,Brighton,1,1,D,1.95,3.4,4.2,15,19,1.87894736842105,-4
E0,22/02/2020,Southampton,Aston Villa,2,0,H,1.61,4.33,5,21,19,2.32047159699893,2
E0,22/02/2020,Leicester,Man City,0,1,A,4.5,4.2,1.7,35,45,1.21016949152542,-10
E0,23/02/2020,Man United,Watford,3,0,H,1.6,3.9,6,40,14,2.36363636363636,26
E0,23/02/2020,Wolves,Norwich,3,0,H,1.5,4.2,7,27,7,2.625,20
