,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,B365H,B365D,B365A,PSHG,PSAG,B365DC,PSDG
256,F1,24/02/2019,Nantes,Bordeaux,1,0,H,1.95,3.4,4.2,21,7,1.87894736842105,14
257,F1,24/02/2019,Rennes,Marseille,1,1,D,2.9,3.3,2.45,17,18,1.40608695652174,-1
258,F1,24/02/2019,Toulouse,Caen,1,1,D,1.85,3.5,4.5,13,9,1.96875,4
259,F1,02/03/2019,Angers,Monaco,2,2,D,3.3,3.3,2.25,16,12,1.33783783783784,4
260,F1,02/03/2019,Caen,Paris SG,1,2,A,12,6,1.22,11,27,1.01385041551247,-16
261,F1,02/03/2019,Reims,Amiens,2,2,D,1.75,3.4,5.25,14,6,2.0635838150289,8
262,F1,03/03/2019,Guingamp,Nantes,0,0,D,2.8,3,2.8,11,9,1.44827586206897,2
263,F1,03/03/2019,Lille,Dijon,1,0,H,1.53,3.8,7.5,25,10,2.52212389380531,15
264,F1,03/03/2019,Lyon,Toulouse,5,1,H,1.28,5.5,10,21,11,3.54838709677419,10
265,F1,03/03/2019,Marseille,St Etienne,2,0,H,1.75,3.75,4.5,22,12,2.04545454545455,10
266,F1,03/03/2019,Nice,Strasbourg,1,0,H,2.3,2.9,3.6,10,21,1.60615384615385,-11
267,F1,05/03/2019,Bordeaux,Montpellier,1,2,A,2.5,2.9,3.3,18,14,1.54354838709677,4
268,F1,09/03/2019,Amiens,Nimes,2,1,H,2.45,3.2,3.1,14,19,1.57460317460317,-5
269,F1,09/03/2019,Dijon,Reims,1,1,D,3.1,3.1,2.45,10,13,1.36846846846847,-3
270,F1,09/03/2019,Monaco,Bordeaux,1,1,D,1.61,4,5.25,14,7,2.27027027027027,7
271,F1,09/03/2019,Strasbourg,Lyon,2,2,D,4.75,3.8,1.75,20,19,1.1981981981982,1
272,F1,10/03/2019,Marseille,Nice,1,0,H,1.5,4.5,6,24,9,2.57142857142857,15
273,F1,10/03/2019,Montpellier,Angers,2,2,D,2.1,3.1,4,20,13,1.74647887323944,7
274,F1,10/03/2019,Rennes,Caen,3,1,H,1.61,3.6,6.5,18,10,2.31683168316832,8
275,F1,10/03/2019,St Etienne,Lille,0,1,A,2.45,3.3,3,24,18,1.57142857142857,6
276,F1,10/03/2019,Toulouse,Guingamp,1,0,H,2.15,3.2,3.5,14,7,1.67164179104478,7
277,F1,12/03/2019,Dijon,Paris SG,0,4,A,13,7,1.2,11,29,1.02439024390244,-18
278,F1,15/03/2019,Lille,Monaco,0,1,A,2.1,3.2,3.8,26,14,1.73714285714286,12
279,F1,15/03/2019,Nice,Toulouse,1,1,D,2.05,3.1,4,11,12,1.74647887323944,-1
280,F1,16/03/2019,Angers,Amiens,0,0,D,2.1,3.1,4,18,8,1.74647887323944,10
281,F1,16/03/2019,Caen,St Etienne,0,5,A,3.7,3.1,2.2,12,12,1.28679245283019,0
282,F1,16/03/2019,Guingamp,Dijon,1,0,H,2.1,3.1,4,11,10,1.74647887323944,1
283,F1,16/03/2019,Nimes,Strasbourg,2,2,D,2.37,3.2,3.2,18,21,1.6,-3
284,F1,17/03/2019,Bordeaux,Rennes,1,1,D,2.62,3,2.9,19,17,1.47457627118644,2
285,F1,17/03/2019,Lyon,Montpellier,3,2,H,1.4,4.33,8.5,26,16,2.86866718628215,10
286,F1,17/03/2019,Paris SG,Marseille,3,1,H,1.28,6,9.5,50,19,3.67741935483871,31
287,F1,17/03/2019,Reims,Nantes,1,0,H,2.15,3,4,16,9,1.71428571428571,7
288,F1,29/03/2019,Rennes,Lyon,0,1,A,4,3.6,1.9,21,21,1.24363636363636,0
289,F1,30/03/2019,Marseille,Angers,2,2,D,1.53,3.75,7.5,25,15,2.5,10
290,F1,31/03/2019,Amiens,Bordeaux,0,0,D,2.5,3.1,3.1,16,8,1.55,8
291,F1,31/03/2019,Dijon,Nice,0,1,A,2.4,3.1,3.2,11,9,1.57460317460317,2
292,F1,31/03/2019,Monaco,Caen,0,1,A,1.36,4.75,9.5,15,11,3.16666666666667,4
293,F1,31/03/2019,Nantes,Lille,2,3,A,3,3.1,2.55,22,19,1.39911504424779,3
294,F1,31/03/2019,Toulouse,Paris SG,0,1,A,10,6.5,1.25,15,33,1.04838709677419,-18
295,F1,01/04/2019,St Etienne,Nimes,2,1,H,1.75,3.75,4.75,24,20,2.09558823529412,4
296,F1,03/04/2019,Montpellier,Guingamp,2,0,H,1.75,3.4,5.25,22,7,2.0635838150289,15
297,F1,03/04/2019,Strasbourg,Reims,4,0,H,2.62,3.1,2.9,22,14,1.49833333333333,8
298,F1,05/04/2019,Bordeaux,Marseille,2,0,H,3.6,3.4,2.1,20,20,1.29818181818182,0
299,F1,06/04/2019,Amiens,St Etienne,2,2,D,3,3.1,2.55,16,17,1.39911504424779,-1
300,F1,06/04/2019,Angers,Rennes,3,3,D,2.7,3.2,2.7,18,18,1.46440677966102,0
301,F1,06/04/2019,Guingamp,Monaco,1,1,D,3.75,3.4,2.05,12,15,1.27889908256881,-3
302,F1,06/04/2019,Lyon,Dijon,1,3,A,1.22,7,11,29,10,4.27777777777778,19
303,F1,06/04/2019,Nimes,Caen,2,0,H,1.65,3.8,5.5,20,12,2.24731182795699,8
304,F1,07/04/2019,Nice,Montpellier,1,0,H,2.62,3,3,12,18,1.5,-6
305,F1,07/04/2019,Paris SG,Strasbourg,2,2,D,1.1,11,21,53,23,7.21875,30
306,F1,07/04/2019,Reims,Lille,1,1,D,2.9,3.1,2.62,17,22,1.41993006993007,-5
307,F1,07/04/2019,Toulouse,Nantes,1,0,H,2.4,3.1,3.2,15,9,1.57460317460317,6
308,F1,09/04/2019,Nimes,Rennes,3,1,H,2.7,3.25,2.7,22,21,1.47478991596639,1
309,F1,12/04/2019,Dijon,Amiens,0,0,D,2.3,3.1,3.4,11,8,1.62153846153846,3
310,F1,12/04/2019,Nantes,Lyon,2,1,H,3.75,4,1.83,24,22,1.25557461406518,2
311,F1,13/04/2019,Caen,Angers,0,1,A,3.1,3,2.55,12,17,1.37837837837838,-5
312,F1,13/04/2019,Marseille,Nimes,2,1,H,1.57,4.33,5.5,27,21,2.42268565615463,6
313,F1,13/04/2019,Monaco,Reims,0,0,D,1.9,3.4,4,15,14,1.83783783783784,1
314,F1,13/04/2019,Strasbourg,Guingamp,3,3,D,2,3.25,4.2,26,7,1.83221476510067,19
315,F1,14/04/2019,Lille,Paris SG,5,1,H,4.33,4,1.72,26,34,1.2027972027972,-8
316,F1,14/04/2019,Montpellier,Toulouse,2,1,H,1.85,3.4,4.75,24,13,1.98159509202454,11
317,F1,14/04/2019,Rennes,Nice,0,0,D,1.8,3.6,4.5,21,10,2,11
318,F1,14/04/2019,St Etienne,Bordeaux,3,0,H,1.72,3.6,5.25,26,8,2.13559322033898,18
319,F1,17/04/2019,Nantes,Paris SG,3,2,H,4.5,4.2,1.7,26,35,1.21016949152542,-9
320,F1,19/04/2019,Dijon,Rennes,3,2,H,2.87,3.3,2.5,11,22,1.42241379310345,-11
321,F1,19/04/2019,Lyon,Angers,2,1,H,1.3,5.5,10,30,18,3.54838709677419,12
322,F1,20/04/2019,Guingamp,Marseille,1,3,A,4,3.6,1.9,13,20,1.24363636363636,-7
323,F1,20/04/2019,Nice,Caen,0,1,A,1.83,3.3,5,13,12,1.98795180722892,1
324,F1,20/04/2019,Nimes,Bordeaux,2,1,H,2.15,3.4,3.4,25,8,1.7,17
325,F1,20/04/2019,Strasbourg,Montpellier,1,3,A,2.6,3.1,3,29,18,1.52459016393443,11
326,F1,21/04/2019,Nantes,Amiens,3,2,H,1.95,3.25,4.33,29,8,1.85653034300792,21
327,F1,21/04/2019,Paris SG,Monaco,3,1,H,1.5,4.5,6.5,55,16,2.65909090909091,39
328,F1,21/04/2019,Reims,St Etienne,0,2,A,2.5,3.1,3.1,18,19,1.55,-1
329,F1,21/04/2019,Toulouse,Lille,0,0,D,3.75,3.1,2.15,16,23,1.26952380952381,-7
330,F1,26/04/2019,Bordeaux,Lyon,2,3,A,5.25,3.75,1.7,22,23,1.1697247706422,-1
331,F1,28/04/2019,Amiens,Strasbourg,0,0,D,2.1,3.1,3.75,18,25,1.6970802919708,-7
332,F1,28/04/2019,Angers,Reims,1,1,D,2.5,3.1,2.9,21,14,1.49833333333333,7
333,F1,28/04/2019,Caen,Dijon,1,0,H,2.8,3.1,2.62,12,13,1.41993006993007,-1
334,F1,28/04/2019,Lille,Nimes,5,0,H,1.5,4,6.5,31,22,2.47619047619048,9
335,F1,28/04/2019,Marseille,Nantes,1,2,A,1.5,3.8,7.5,29,9,2.52212389380531,20
336,F1,28/04/2019,Nice,Guingamp,3,0,H,2,3.2,4,13,10,1.77777777777778,3
337,F1,28/04/2019,St Etienne,Toulouse,2,0,H,1.5,4,6.5,29,14,2.47619047619048,15
338,F1,30/04/2019,Montpellier,Paris SG,3,2,H,4.33,3.6,1.83,26,37,1.21325966850829,-11
339,F1,01/05/2019,Rennes,Monaco,2,2,D,3.5,3.3,2.15,21,17,1.30183486238532,4
340,F1,03/05/2019,Strasbourg,Marseille,1,1,D,3.8,3.5,2,30,23,1.27272727272727,7
341,F1,04/05/2019,Bordeaux,Angers,0,1,A,2.25,3.1,3.5,24,19,1.64393939393939,5
342,F1,04/05/2019,Guingamp,Caen,0,0,D,1.9,3.3,4.5,14,13,1.90384615384615,1
343,F1,04/05/2019,Paris SG,Nice,1,1,D,1.25,6,11,58,10,3.88235294117647,48
344,F1,04/05/2019,Reims,Nimes,0,3,A,1.95,3.5,4,18,22,1.86666666666667,-4
345,F1,05/05/2019,Lyon,Lille,2,2,D,1.66,4,5,32,23,2.22222222222222,9
346,F1,05/05/2019,Monaco,St Etienne,2,3,A,2.4,3.5,2.87,15,21,1.57692307692308,-6
347,F1,05/05/2019,Montpellier,Amiens,1,1,D,1.72,3.75,5,29,10,2.14285714285714,19
348,F1,05/05/2019,Nantes,Dijon,3,0,H,1.9,3.5,4.2,32,13,1.90909090909091,19
349,F1,05/05/2019,Toulouse,Rennes,2,2,D,2.3,3.3,3.25,16,24,1.63740458015267,-8
350,F1,10/05/2019,St Etienne,Montpellier,0,1,A,1.75,3.8,4.75,31,21,2.11111111111111,10
351,F1,11/05/2019,Amiens,Toulouse,0,0,D,2.3,3.2,3.3,18,14,1.62461538461538,4
352,F1,11/05/2019,Angers,Paris SG,1,2,A,6,4.33,1.53,22,39,1.13052901023891,-17
353,F1,11/05/2019,Caen,Reims,3,2,H,2.4,3.1,3.1,13,15,1.55,-2
354,F1,11/05/2019,Dijon,Strasbourg,2,1,H,2.05,3.5,3.6,14,25,1.77464788732394,-11
355,F1,11/05/2019,Nice,Nantes,1,1,D,2.5,3.1,3.1,16,11,1.55,5
356,F1,11/05/2019,Nimes,Monaco,1,0,H,3.4,3.8,2.05,27,19,1.33162393162393,8
357,F1,12/05/2019,Lille,Bordeaux,1,0,H,1.4,4.75,8,36,9,2.98039215686275,27
358,F1,12/05/2019,Marseille,Lyon,0,3,A,3,3.8,2.2,30,26,1.39333333333333,4
359,F1,12/05/2019,Rennes,Guingamp,1,1,D,1.95,3.5,4,23,10,1.86666666666667,13
360,F1,18/05/2019,Bordeaux,Reims,0,1,A,2.37,3.1,3.3,24,17,1.5984375,7
361,F1,18/05/2019,Guingamp,Nimes,2,2,D,2.8,3.4,2.5,14,25,1.44067796610169,-11
362,F1,18/05/2019,Lille,Angers,5,0,H,1.53,4,7,37,20,2.54545454545455,17
363,F1,18/05/2019,Lyon,Caen,4,0,H,1.2,7,13,34,13,4.55,21
364,F1,18/05/2019,Monaco,Amiens,2,0,H,1.61,3.8,6,17,11,2.3265306122449,6
365,F1,18/05/2019,Montpellier,Nantes,1,1,D,1.8,3.8,4.33,30,12,2.02386223862239,18
366,F1,18/05/2019,Paris SG,Dijon,4,0,H,1.3,5.5,10,59,13,3.54838709677419,46
367,F1,18/05/2019,St Etienne,Nice,3,0,H,1.57,4,6,31,11,2.4,20
368,F1,18/05/2019,Strasbourg,Rennes,0,2,A,2.3,3.3,3.25,31,26,1.63740458015267,5
369,F1,18/05/2019,Toulouse,Marseille,2,5,A,3.4,3.3,2.2,18,24,1.32,-6
370,F1,24/05/2019,Amiens,Guingamp,2,1,H,1.53,4,6.5,18,11,2.47619047619048,7
371,F1,24/05/2019,Angers,St Etienne,1,1,D,2.62,3.4,2.62,23,24,1.4797342192691,-1
372,F1,24/05/2019,Caen,Bordeaux,0,1,A,1.72,3.6,5.25,16,9,2.13559322033898,7
373,F1,24/05/2019,Dijon,Toulouse,2,1,H,1.5,4.5,6,16,14,2.57142857142857,2
374,F1,24/05/2019,Marseille,Montpellier,1,0,H,1.85,4.2,3.75,30,22,1.9811320754717,8
375,F1,24/05/2019,Nantes,Strasbourg,0,1,A,1.65,3.8,5.5,35,26,2.24731182795699,9
376,F1,24/05/2019,Nice,Monaco,2,0,H,3.1,3.5,2.25,17,19,1.3695652173913,-2
377,F1,24/05/2019,Nimes,Lyon,2,3,A,3.4,3.8,2,28,29,1.31034482758621,-1
378,F1,24/05/2019,Reims,Paris SG,3,1,H,6.5,5,1.45,18,41,1.12403100775194,-23
379,F1,24/05/2019,Rennes,Lille,3,1,H,2.62,3.6,2.5,24,25,1.47540983606557,-1
