Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,B365H,B365D,B365A,PSHG,PSAG,B365DC
SP1,21/04/2019,13,12,2,1,H,1.72,3.5,5,,,2.05882352941176
SP1,23/04/2019,10,0,0,2,A,7,5.25,1.4,,,1.10526315789474
SP1,23/04/2019,19,11,2,0,H,2.25,3.5,3,,,1.61538461538462
SP1,23/04/2019,15,18,1,0,H,2.3,3.3,3.25,,,1.63740458015267
SP1,24/04/2019,2,3,3,2,H,1.8,3.4,5,,,2.02380952380952
SP1,24/04/2019,6,16,1,1,D,2.3,3.2,3.3,,,1.62461538461538
SP1,24/04/2019,12,7,0,1,A,2.6,3,3,,,1.5
SP1,24/04/2019,14,9,4,0,H,2.5,3.3,2.9,,,1.54354838709677
SP1,25/04/2019,4,1,0,0,D,4,3.6,1.9,,,1.24363636363636
SP1,25/04/2019,5,17,5,0,H,1.33,5.25,9,,,3.31578947368421
SP1,25/04/2019,8,13,0,1,A,2.5,3.3,2.9,,,1.54354838709677
SP1,27/04/2019,7,10,1,1,D,1.45,4.2,7.5,,,2.69230769230769
SP1,27/04/2019,2,15,1,0,H,1.33,4.5,11,,,3.19354838709677
SP1,27/04/2019,0,14,1,0,H,1.2,6.5,11,,,4.08571428571429
SP1,27/04/2019,12,16,0,0,D,2.37,3.25,3,,,1.56
SP1,28/04/2019,18,5,1,0,H,4.75,3.4,1.75,,,1.15533980582524
SP1,28/04/2019,8,4,2,1,H,2.6,3.2,2.75,,,1.47899159663866
SP1,28/04/2019,3,11,0,1,A,1.45,4.5,6.5,,,2.65909090909091
SP1,28/04/2019,17,1,1,0,H,7.5,4.5,1.4,,,1.06779661016949
SP1,28/04/2019,13,19,1,1,D,1.55,4,6.5,,,2.47619047619048
SP1,29/04/2019,9,6,1,1,D,2.3,3.3,3.1,,,1.5984375
SP1,03/05/2019,5,12,0,3,A,1.36,5,8.5,,,3.14814814814815
SP1,04/05/2019,10,8,0,1,A,2.5,3.25,2.9,,,1.53252032520325
SP1,04/05/2019,16,0,2,0,H,2.15,3.6,3.25,,,1.70802919708029
SP1,04/05/2019,6,2,3,0,H,3.8,3.3,2.05,,,1.26448598130841
SP1,04/05/2019,14,17,4,1,H,1.95,3.8,3.6,,,1.84864864864865
SP1,05/05/2019,11,9,1,0,H,2.05,3.6,3.5,,,1.77464788732394
SP1,05/05/2019,4,18,2,0,H,1.8,3.6,4.75,,,2.04790419161677
SP1,05/05/2019,19,3,2,6,A,3.5,3.4,2.1,,,1.29818181818182
SP1,05/05/2019,1,13,3,2,H,1.7,4,4.75,,,2.17142857142857
SP1,05/05/2019,15,7,1,0,H,2.9,3.1,2.6,,,1.4140350877193
SP1,12/05/2019,7,16,3,1,H,2,3.5,3.8,,,1.82191780821918
SP1,12/05/2019,2,5,1,1,D,2.1,3.6,3.4,,,1.74857142857143
SP1,12/05/2019,0,4,2,0,H,1.53,4.33,6,,,2.51500484027106
SP1,12/05/2019,9,19,2,1,H,1.55,4.33,5.75,,,2.46999007936508
SP1,12/05/2019,18,14,1,2,A,2.15,3.6,3.2,,,1.69411764705882
SP1,12/05/2019,12,6,0,2,A,2.4,3.5,2.87,,,1.57692307692308
SP1,12/05/2019,8,1,3,1,H,3,3.6,2.3,,,1.40338983050847
SP1,12/05/2019,3,10,3,1,H,1.4,5,7.5,,,3
SP1,12/05/2019,17,15,1,2,A,4.2,3.8,1.8,,,1.22142857142857
SP1,12/05/2019,13,11,1,0,H,1.6,4.33,5,,,2.32047159699893
SP1,18/05/2019,10,18,2,1,H,2.25,3.5,3.1,,,1.64393939393939
SP1,18/05/2019,16,17,2,2,D,1.45,4.75,7,,,2.82978723404255
SP1,18/05/2019,6,8,2,0,H,2.3,3.6,3,,,1.63636363636364
SP1,18/05/2019,4,13,2,2,D,1.61,4.2,5.25,,,2.33333333333333
SP1,18/05/2019,19,12,2,1,H,2.5,3.75,2.62,,,1.54238618524333
SP1,18/05/2019,14,2,2,2,D,3.75,3.75,1.95,,,1.28289473684211
SP1,18/05/2019,5,7,2,0,H,1.85,3.4,4.33,,,1.90452781371281
SP1,18/05/2019,15,3,0,2,A,8,5.25,1.36,,,1.08018154311649
SP1,19/05/2019,11,0,2,2,D,3.6,4,1.9,,,1.28813559322034
SP1,19/05/2019,1,9,0,2,A,1.57,4.75,4.75,,,2.375
